customer_id,tenure_months,monthly_spend,support_tickets,region,plan_type,satisfaction_score,contract_length_months,churned
CUST-00456,65,42.54,2,AMER,basic,5.8,12,0
CUST-00457,59,100.12,0,AMER,basic,10.0,24,0
CUST-00458,49,56.0,1,EMEA,basic,8.3,12,0
CUST-00459,58,113.49,1,EMEA,enterprise,8.45,1,0
CUST-00460,26,76.91,1,AMER,basic,5.66,1,0
CUST-00461,24,124.56,5,LATAM,basic,8.03,24,0
CUST-00462,6,140.4,1,AMER,pro,8.23,12,1
CUST-00463,52,56.09,0,APAC,pro,5.47,1,0
CUST-00464,23,83.4,0,AMER,enterprise,4.87,24,1
CUST-00465,62,77.55,0,LATAM,basic,5.58,12,0
CUST-00466,34,153.59,1,AMER,basic,9.69,12,0
CUST-00467,64,196.79,1,LATAM,pro,7.29,12,0
CUST-00468,10,158.32,0,EMEA,pro,8.72,24,0
CUST-00469,12,104.28,1,AMER,pro,7.53,12,0
CUST-00470,25,185.93,1,AMER,enterprise,7.21,1,0
CUST-00471,2,51.87,1,AMER,enterprise,7.41,12,0
CUST-00472,35,187.47,2,AMER,basic,6.24,12,1
CUST-00473,47,90.47,2,LATAM,basic,9.25,12,0
CUST-00474,47,10.0,0,LATAM,enterprise,,12,0
CUST-00475,16,239.29,2,AMER,basic,7.41,12,0
CUST-00476,12,191.01,2,EMEA,basic,4.45,24,1
CUST-00477,41,73.57,2,AMER,pro,7.57,1,0
CUST-00478,45,127.61,0,AMER,basic,,1,0
CUST-00479,68,110.35,1,EMEA,pro,6.08,12,0
CUST-00480,64,124.6,1,EMEA,enterprise,8.91,1,0
CUST-00481,27,53.25,3,LATAM,pro,4.99,12,1
CUST-00482,12,89.33,1,LATAM,basic,6.63,1,0
CUST-00483,18,141.06,1,AMER,basic,8.16,24,0
CUST-00484,63,130.02,1,EMEA,basic,9.12,24,0
CUST-00485,33,173.97,1,APAC,basic,6.05,12,0
CUST-00486,71,123.59,0,APAC,pro,7.59,24,0
CUST-00487,47,225.71,0,EMEA,basic,7.53,1,0
CUST-00488,43,87.79,2,EMEA,basic,4.92,12,1
CUST-00489,8,,2,EMEA,pro,3.06,12,0
CUST-00490,42,33.77,2,EMEA,pro,3.45,1,0
CUST-00491,28,63.61,1,EMEA,pro,8.1,1,0
CUST-00492,60,179.78,4,APAC,basic,7.19,24,0
CUST-00493,10,77.57,1,AMER,basic,4.53,1,0
CUST-00494,14,143.88,1,EMEA,pro,5.82,24,0
CUST-00495,48,117.22,1,EMEA,pro,6.26,12,0
CUST-00496,49,73.0,0,APAC,pro,6.34,12,0
CUST-00497,59,104.33,2,AMER,basic,6.94,1,0
CUST-00498,38,96.86,2,EMEA,enterprise,10.0,24,0
CUST-00499,27,98.07,2,APAC,basic,5.56,12,0
CUST-00500,22,153.91,2,AMER,pro,7.26,1,0
CUST-00501,27,149.36,0,APAC,pro,5.58,1,1
CUST-00502,48,94.02,1,EMEA,enterprise,5.84,1,0
CUST-00503,39,79.18,3,AMER,basic,5.38,12,0
CUST-00504,22,132.71,1,AMER,enterprise,6.57,12,1
CUST-00505,16,115.5,2,AMER,pro,5.98,12,0
CUST-00506,51,166.27,1,EMEA,pro,7.64,12,0
CUST-00507,18,239.49,1,AMER,basic,7.39,24,0
CUST-00508,15,157.93,2,AMER,enterprise,5.36,12,0
CUST-00509,24,118.44,0,APAC,basic,10.0,12,0
CUST-00510,61,112.26,1,APAC,enterprise,4.85,24,0
CUST-00511,33,81.45,2,APAC,pro,7.65,24,0
CUST-00512,43,79.2,2,APAC,pro,10.0,24,0
CUST-00513,6,74.85,0,APAC,basic,5.69,12,0
CUST-00514,25,102.21,3,LATAM,pro,9.44,1,0
CUST-00515,54,100.78,1,AMER,basic,9.61,12,0
CUST-00516,55,153.47,2,APAC,pro,7.62,12,0
CUST-00517,42,102.05,2,AMER,pro,3.6,1,0
CUST-00518,63,111.11,1,AMER,basic,9.61,12,0
CUST-00519,22,65.18,0,APAC,pro,7.17,1,0
CUST-00520,12,194.01,2,AMER,pro,5.99,12,0
CUST-00521,6,142.81,2,LATAM,basic,9.35,12,0
CUST-00522,15,200.5,3,LATAM,pro,5.67,1,1
CUST-00523,55,155.86,1,AMER,pro,8.96,12,0
CUST-00524,65,187.03,2,EMEA,basic,5.99,1,0
CUST-00525,10,108.82,1,LATAM,pro,7.98,12,1
CUST-00526,36,152.27,1,EMEA,pro,5.02,12,0
CUST-00527,10,241.75,0,EMEA,enterprise,6.27,12,0
CUST-00528,60,64.94,2,EMEA,pro,5.31,12,0
CUST-00529,10,172.93,3,EMEA,basic,5.69,1,0
CUST-00530,46,196.41,1,EMEA,enterprise,7.34,24,1
CUST-00531,6,138.95,3,EMEA,enterprise,6.68,12,0
CUST-00532,53,154.43,2,LATAM,basic,7.34,12,0
CUST-00533,65,177.58,3,AMER,enterprise,9.36,1,0
CUST-00534,52,89.84,1,AMER,basic,6.79,12,0
CUST-00535,20,138.78,0,AMER,basic,3.58,12,0
CUST-00536,60,80.04,2,AMER,basic,6.47,12,0
CUST-00537,22,,1,AMER,basic,7.15,12,0
CUST-00538,54,91.58,0,LATAM,basic,8.87,12,0
CUST-00539,60,113.42,0,AMER,basic,8.9,24,0
CUST-00540,35,126.74,1,EMEA,enterprise,8.75,24,0
CUST-00541,45,140.84,4,AMER,pro,6.58,12,0
CUST-00542,61,54.71,0,LATAM,enterprise,8.18,12,0
CUST-00543,14,211.2,1,AMER,pro,4.35,24,0
CUST-00544,2,173.26,0,AMER,basic,9.37,12,0
CUST-00545,31,153.46,3,AMER,basic,7.8,1,0
CUST-00546,13,103.51,3,AMER,basic,7.93,12,0
CUST-00547,63,115.89,0,AMER,enterprise,6.3,12,0
CUST-00548,62,145.25,2,AMER,pro,7.1,12,0
CUST-00549,27,138.96,1,AMER,pro,,24,0
CUST-00550,22,42.55,1,AMER,enterprise,8.04,12,0
CUST-00551,51,154.17,1,APAC,pro,4.56,1,0
CUST-00552,33,254.47,4,AMER,basic,8.78,12,0
CUST-00553,7,34.8,1,AMER,enterprise,8.0,12,0
CUST-00554,48,165.89,1,EMEA,pro,10.0,24,0
CUST-00555,52,137.03,1,EMEA,basic,6.93,12,0
CUST-00556,5,114.85,0,EMEA,pro,6.83,1,1
CUST-00557,56,183.32,4,AMER,basic,7.35,1,0
CUST-00558,38,65.39,2,AMER,pro,7.07,24,0
CUST-00559,59,127.52,0,EMEA,pro,6.8,24,0
CUST-00560,61,187.59,0,AMER,enterprise,4.97,12,0
CUST-00561,48,110.91,3,APAC,basic,,12,0
CUST-00562,24,100.68,1,AMER,pro,5.96,12,0
CUST-00563,27,125.31,0,AMER,basic,6.46,12,0
CUST-00564,52,99.45,1,AMER,enterprise,4.82,1,0
CUST-00565,5,191.51,1,AMER,basic,4.86,12,1
CUST-00566,17,78.07,1,AMER,enterprise,6.48,24,0
CUST-00567,37,160.36,3,EMEA,enterprise,8.36,12,0
CUST-00568,67,62.1,1,AMER,pro,6.65,1,0
CUST-00569,54,150.94,1,LATAM,pro,8.25,1,0
CUST-00570,58,115.15,0,AMER,pro,,1,0
CUST-00571,14,10.0,0,LATAM,enterprise,8.41,12,0
CUST-00572,20,119.72,0,AMER,basic,6.22,12,0
CUST-00573,19,70.64,1,EMEA,enterprise,6.26,12,1
CUST-00574,54,99.44,2,LATAM,basic,3.57,1,0
CUST-00575,39,191.17,2,APAC,basic,5.74,12,0
CUST-00576,15,68.31,2,LATAM,enterprise,7.86,12,0
CUST-00577,54,70.95,1,EMEA,basic,5.0,24,0
CUST-00578,46,186.64,1,AMER,basic,,12,0
CUST-00579,64,125.36,2,EMEA,pro,9.64,12,0
CUST-00580,40,191.31,2,EMEA,pro,6.32,24,0
CUST-00581,9,134.97,1,AMER,basic,8.69,12,0
CUST-00582,64,79.18,2,AMER,pro,4.39,12,0
CUST-00583,14,,1,LATAM,basic,5.07,12,1
CUST-00584,4,176.89,3,APAC,basic,6.32,1,1
CUST-00585,57,163.54,1,APAC,basic,7.02,12,0
CUST-00586,32,120.04,1,AMER,basic,6.66,1,0
CUST-00587,46,122.26,0,LATAM,basic,5.41,1,0
CUST-00588,10,114.79,1,AMER,basic,,1,0
CUST-00589,52,93.24,3,AMER,basic,7.54,12,0
CUST-00590,29,209.36,0,AMER,enterprise,7.53,12,0
CUST-00591,71,120.33,1,AMER,basic,8.25,12,0
CUST-00592,46,,0,AMER,basic,7.32,12,0
CUST-00593,67,97.93,1,APAC,enterprise,6.57,1,0
CUST-00594,57,153.61,0,APAC,pro,5.98,1,0
CUST-00595,60,149.68,2,AMER,enterprise,3.99,1,1
CUST-00596,7,113.66,2,EMEA,basic,9.75,24,0
CUST-00597,56,89.07,0,APAC,pro,5.31,1,0
CUST-00598,43,121.11,1,AMER,basic,3.94,12,1
CUST-00599,29,42.57,0,EMEA,enterprise,5.52,12,0
CUST-00600,23,59.77,3,AMER,basic,4.06,1,1
CUST-00601,46,156.96,2,EMEA,enterprise,10.0,24,0
CUST-00602,15,97.83,0,AMER,basic,7.67,12,1
CUST-00603,14,137.35,0,APAC,pro,9.59,12,1
CUST-00604,63,176.37,1,AMER,pro,9.67,12,0
CUST-00605,54,150.06,3,AMER,pro,8.04,12,0
CUST-00606,42,120.95,3,LATAM,basic,8.05,12,0
CUST-00607,54,218.46,1,AMER,enterprise,5.67,1,0
CUST-00608,23,150.89,1,EMEA,basic,6.85,24,0
CUST-00609,52,103.6,0,APAC,basic,5.89,12,0
CUST-00610,15,,2,AMER,pro,7.08,24,0
CUST-00611,32,138.87,0,LATAM,basic,5.71,24,0
CUST-00612,11,80.4,2,AMER,pro,9.33,12,0
CUST-00613,27,123.38,1,AMER,pro,8.4,12,0
CUST-00614,25,112.37,1,AMER,basic,6.8,1,1
CUST-00615,30,29.03,2,APAC,basic,3.93,12,1
CUST-00616,34,112.02,1,AMER,basic,8.26,12,0
CUST-00617,3,106.9,2,APAC,pro,8.62,24,1
CUST-00618,25,99.72,1,EMEA,pro,6.87,12,0
CUST-00619,60,43.9,1,LATAM,enterprise,4.68,24,0
CUST-00620,31,103.59,2,AMER,basic,7.79,1,0
CUST-00621,39,118.16,1,APAC,basic,8.93,1,0
CUST-00622,8,124.72,4,LATAM,pro,3.48,1,1
CUST-00623,28,67.47,2,APAC,pro,8.04,12,0
CUST-00624,69,149.26,0,AMER,pro,3.67,1,0
CUST-00625,39,63.76,2,LATAM,basic,7.14,1,0
CUST-00626,2,109.65,2,APAC,basic,10.0,12,0
CUST-00627,52,180.37,2,AMER,pro,7.17,12,0
CUST-00628,55,87.97,3,LATAM,enterprise,7.88,12,0
CUST-00629,28,96.37,0,AMER,basic,6.41,24,0
CUST-00630,3,169.65,4,AMER,pro,,1,1
CUST-00631,59,,4,AMER,pro,10.0,12,0
CUST-00632,18,106.26,2,EMEA,enterprise,9.45,24,0
CUST-00633,66,130.23,2,EMEA,basic,6.42,12,0
CUST-00634,26,168.53,3,AMER,basic,6.3,12,1
CUST-00635,28,18.09,3,EMEA,basic,7.03,12,0
CUST-00636,57,81.7,0,APAC,basic,10.0,12,0
CUST-00637,10,73.43,1,AMER,pro,7.38,12,0
CUST-00638,3,69.85,3,EMEA,basic,9.04,12,1
CUST-00639,54,80.5,3,AMER,enterprise,6.33,1,0
CUST-00640,66,81.23,2,EMEA,basic,4.66,12,0
CUST-00641,71,133.91,3,AMER,pro,9.43,24,0
CUST-00642,10,78.95,3,AMER,basic,6.86,12,0
CUST-00643,11,125.65,2,AMER,pro,5.56,12,0
CUST-00644,25,138.51,2,EMEA,basic,5.73,1,1
CUST-00645,51,86.34,1,EMEA,basic,5.77,24,0
CUST-00646,65,126.02,4,EMEA,basic,5.89,1,0
CUST-00647,59,195.49,0,AMER,basic,4.18,12,0
CUST-00648,27,134.85,1,LATAM,basic,9.2,1,0
CUST-00649,66,90.62,1,AMER,enterprise,7.7,12,0
CUST-00650,19,117.01,3,AMER,enterprise,8.79,12,0
CUST-00651,9,77.79,3,EMEA,pro,6.37,1,0
CUST-00652,31,,2,AMER,basic,7.64,12,1
CUST-00653,7,159.71,2,AMER,enterprise,,1,0
CUST-00654,49,82.29,0,EMEA,pro,9.15,1,0
CUST-00655,71,110.37,2,APAC,pro,8.49,12,0
CUST-00656,8,171.18,0,APAC,pro,7.66,24,0
CUST-00657,9,97.12,0,AMER,basic,5.81,24,0
CUST-00658,13,128.64,1,EMEA,basic,4.8,12,1
CUST-00659,13,72.92,0,AMER,basic,5.53,1,1
CUST-00660,38,82.34,0,APAC,basic,,1,0
CUST-00661,41,96.44,0,EMEA,basic,6.01,12,0
CUST-00662,68,217.93,1,LATAM,enterprise,4.73,1,0
CUST-00663,32,101.59,0,AMER,basic,,12,0
CUST-00664,66,96.15,3,EMEA,pro,7.49,12,0
CUST-00665,54,94.66,0,APAC,basic,3.31,12,0
CUST-00666,61,112.55,1,AMER,enterprise,5.0,1,0
CUST-00667,14,149.52,2,APAC,pro,4.55,24,1
CUST-00668,33,128.53,2,APAC,basic,7.44,12,0
CUST-00669,65,212.6,1,APAC,basic,8.95,1,0
CUST-00670,54,129.62,2,AMER,pro,5.19,24,0
CUST-00671,16,185.13,0,APAC,basic,8.13,12,0
CUST-00672,61,132.45,1,EMEA,basic,6.49,12,0
CUST-00673,55,147.25,0,AMER,basic,9.1,12,0
CUST-00674,11,55.04,2,AMER,basic,9.5,24,0
CUST-00675,5,114.28,2,APAC,pro,7.57,12,1
CUST-00676,19,116.9,0,AMER,pro,8.31,24,0
CUST-00677,34,109.07,0,AMER,pro,,24,0
CUST-00678,11,23.12,2,AMER,basic,6.32,12,0
CUST-00679,3,159.63,3,EMEA,pro,4.87,24,1
CUST-00680,8,102.58,1,AMER,pro,7.6,24,0
CUST-00681,23,100.29,1,AMER,basic,6.87,1,1
CUST-00682,28,108.52,1,EMEA,basic,6.3,12,0
CUST-00683,23,109.74,2,APAC,pro,6.86,24,0
CUST-00684,32,138.32,0,EMEA,pro,6.66,12,0
CUST-00685,52,62.8,2,LATAM,basic,5.1,12,0
CUST-00686,18,78.1,1,AMER,pro,6.04,12,0
CUST-00687,33,,1,AMER,basic,9.09,24,0
CUST-00688,52,126.55,1,AMER,pro,6.57,12,1
CUST-00689,5,103.05,1,AMER,basic,9.55,1,1
CUST-00690,67,94.17,2,AMER,enterprise,4.89,12,0
CUST-00691,71,,2,APAC,pro,4.53,24,0
CUST-00692,21,117.37,0,AMER,basic,7.23,1,0
CUST-00693,64,,2,EMEA,enterprise,8.42,1,0
CUST-00694,18,72.39,1,EMEA,pro,5.8,1,0
CUST-00695,66,188.55,2,LATAM,pro,8.14,1,0
CUST-00696,47,157.98,1,AMER,pro,8.7,1,0
CUST-00697,18,99.62,0,EMEA,pro,,1,0
CUST-00698,5,155.24,0,AMER,enterprise,6.8,1,1
CUST-00699,28,54.03,2,APAC,pro,6.91,1,0
CUST-00700,53,42.08,1,AMER,basic,3.99,12,0
CUST-00701,17,,0,AMER,basic,7.04,12,0
CUST-00702,37,101.56,1,EMEA,enterprise,7.51,12,0
CUST-00703,9,105.36,0,AMER,pro,9.58,24,0
CUST-00704,31,96.82,1,AMER,pro,4.68,1,1
CUST-00705,3,124.47,0,AMER,basic,5.46,24,0
CUST-00706,71,23.92,1,AMER,enterprise,5.17,1,0
CUST-00707,36,142.29,2,APAC,basic,8.64,12,0
CUST-00708,60,56.13,1,EMEA,basic,2.39,1,0
CUST-00709,9,90.26,2,EMEA,basic,5.03,12,1
CUST-00710,12,101.42,1,EMEA,enterprise,10.0,12,0
CUST-00711,13,67.97,1,AMER,pro,8.2,24,0
CUST-00712,41,58.31,4,EMEA,pro,4.58,1,1
CUST-00713,62,74.73,0,EMEA,basic,6.89,1,0
CUST-00714,44,119.46,0,LATAM,basic,8.54,12,0
CUST-00715,35,146.55,2,AMER,basic,8.0,12,0
CUST-00716,67,145.39,4,AMER,basic,6.6,12,0
CUST-00717,14,75.25,1,AMER,basic,5.56,12,0
CUST-00718,12,84.38,2,AMER,pro,8.52,12,0
CUST-00719,48,78.57,1,EMEA,basic,6.99,24,0
CUST-00720,61,140.24,2,EMEA,enterprise,8.47,1,0
CUST-00721,19,28.32,3,APAC,enterprise,7.72,12,0
CUST-00722,19,175.73,1,EMEA,pro,6.15,24,0
CUST-00723,38,98.18,2,AMER,basic,9.62,1,0
CUST-00724,56,84.74,2,AMER,basic,6.09,12,0
CUST-00725,21,135.28,2,AMER,basic,7.78,24,0
CUST-00726,59,166.47,1,AMER,pro,5.85,1,0
CUST-00727,37,135.42,1,EMEA,basic,6.58,12,1
CUST-00728,51,167.37,3,APAC,enterprise,6.55,12,0
CUST-00729,45,126.05,2,AMER,basic,5.8,24,0
CUST-00730,35,175.33,3,EMEA,enterprise,7.43,24,1
CUST-00731,39,176.03,2,AMER,basic,9.38,24,0
CUST-00732,71,115.52,6,APAC,pro,10.0,12,0
CUST-00733,29,184.76,4,EMEA,basic,9.61,24,0
CUST-00734,68,127.41,0,AMER,pro,6.69,12,0
CUST-00735,57,123.91,0,EMEA,basic,9.65,12,0
CUST-00736,13,,0,AMER,basic,7.76,12,0
CUST-00737,63,107.0,3,AMER,basic,10.0,12,0
CUST-00738,28,154.99,0,EMEA,basic,4.71,12,0
CUST-00739,13,60.93,2,EMEA,pro,9.69,12,0
CUST-00740,18,149.23,1,LATAM,basic,5.91,1,0
CUST-00741,10,135.69,3,LATAM,pro,9.1,24,0
CUST-00742,25,132.49,3,APAC,pro,6.15,12,0
CUST-00743,9,20.71,2,EMEA,pro,8.66,24,0
CUST-00744,39,115.35,2,LATAM,basic,6.49,1,0
CUST-00745,70,149.17,0,AMER,basic,,12,0
CUST-00746,69,85.67,3,APAC,pro,5.24,24,0
CUST-00747,67,124.06,3,AMER,basic,6.56,12,0
CUST-00748,18,12.99,2,APAC,basic,7.04,24,1
CUST-00749,17,150.21,1,AMER,basic,2.94,24,1
CUST-00750,49,90.19,0,EMEA,basic,4.83,12,0
CUST-00751,69,159.21,2,AMER,pro,5.67,1,0
CUST-00752,59,37.07,1,AMER,basic,6.62,12,0
CUST-00753,15,151.15,1,EMEA,basic,7.4,12,0
CUST-00754,53,109.34,1,AMER,basic,5.51,12,0
CUST-00755,36,156.34,0,EMEA,enterprise,4.25,1,0
CUST-00756,32,78.34,0,EMEA,basic,7.55,12,0
CUST-00757,36,92.17,1,AMER,basic,6.4,12,1
CUST-00758,39,220.91,2,EMEA,basic,8.61,12,0
CUST-00759,65,82.65,1,EMEA,basic,6.05,12,0
CUST-00760,57,88.23,1,AMER,basic,8.17,12,0
CUST-00761,3,107.55,1,APAC,pro,5.38,24,0
CUST-00762,55,73.98,0,APAC,enterprise,7.49,12,0
CUST-00763,23,173.57,4,LATAM,basic,7.16,24,0
CUST-00764,24,197.63,1,LATAM,enterprise,7.82,1,0
CUST-00765,43,88.32,1,AMER,basic,5.31,12,0
CUST-00766,70,42.33,1,EMEA,basic,6.78,12,0
CUST-00767,5,172.74,2,EMEA,pro,5.46,1,0
CUST-00768,37,169.88,1,AMER,basic,6.71,1,0
CUST-00769,17,156.97,0,APAC,enterprise,8.13,1,0
CUST-00770,65,172.04,2,AMER,basic,10.0,12,0
CUST-00771,34,80.96,1,EMEA,basic,7.06,24,0
CUST-00772,61,112.42,1,EMEA,enterprise,8.3,12,0
CUST-00773,63,57.72,0,EMEA,enterprise,7.21,12,0
CUST-00774,8,,3,AMER,basic,,1,1
CUST-00775,55,164.15,1,APAC,basic,7.84,12,0
CUST-00776,57,89.76,2,AMER,pro,8.9,1,0
CUST-00777,59,222.58,2,EMEA,basic,7.65,12,0
CUST-00778,71,123.34,5,AMER,enterprise,10.0,24,0
CUST-00779,55,91.18,0,LATAM,basic,9.5,12,0
CUST-00780,60,155.9,0,LATAM,enterprise,3.92,12,0
CUST-00781,51,,4,APAC,pro,7.55,12,0
CUST-00782,21,141.88,1,APAC,pro,7.14,1,0
CUST-00783,61,65.23,3,APAC,pro,3.01,12,0
CUST-00784,50,136.7,0,EMEA,basic,5.44,24,0
CUST-00785,49,181.9,3,APAC,basic,,12,0
CUST-00786,70,97.8,2,LATAM,basic,5.67,1,0
CUST-00787,53,85.19,1,AMER,pro,7.24,1,0
CUST-00788,25,165.74,0,APAC,basic,3.76,24,0
CUST-00789,22,126.3,0,AMER,basic,8.36,12,0
CUST-00790,24,70.39,1,EMEA,enterprise,8.41,24,0
CUST-00791,12,102.91,2,AMER,basic,,1,0
CUST-00792,6,86.0,1,EMEA,enterprise,6.41,12,0
CUST-00793,54,133.33,1,EMEA,basic,7.02,12,0
CUST-00794,56,124.94,2,LATAM,pro,6.17,12,0
CUST-00795,12,171.77,1,APAC,pro,9.08,12,0
CUST-00796,28,151.93,3,AMER,pro,7.92,1,0
CUST-00797,66,49.64,2,AMER,enterprise,10.0,24,0
CUST-00798,60,138.31,2,AMER,pro,6.34,1,0
CUST-00799,43,160.36,2,APAC,enterprise,9.63,12,0
CUST-00800,69,140.51,2,AMER,pro,5.97,12,0
CUST-00801,24,166.35,0,LATAM,basic,6.7,12,0
CUST-00802,60,95.27,0,AMER,basic,5.12,12,0
CUST-00803,67,77.21,3,LATAM,basic,7.96,12,0
CUST-00804,43,161.85,0,APAC,pro,6.9,12,0
CUST-00805,12,72.05,1,APAC,enterprise,8.13,1,0
CUST-00806,21,22.82,3,EMEA,pro,9.7,12,1
CUST-00807,37,166.14,1,APAC,basic,6.91,1,0
CUST-00808,20,87.41,1,AMER,basic,7.7,1,0
CUST-00809,7,106.23,2,APAC,basic,8.64,1,1
CUST-00810,13,57.09,3,APAC,basic,6.9,1,0
CUST-00811,69,60.35,3,EMEA,basic,6.02,1,0
CUST-00812,28,67.95,0,EMEA,basic,7.66,1,0
CUST-00813,41,103.77,6,AMER,enterprise,7.92,12,0
CUST-00814,32,136.65,2,EMEA,basic,8.42,12,0
CUST-00815,58,16.6,0,EMEA,enterprise,8.52,1,0
CUST-00816,8,153.85,1,AMER,basic,5.8,1,0
CUST-00817,21,66.81,4,AMER,basic,7.82,12,1
CUST-00818,42,72.02,3,LATAM,pro,9.24,12,0
CUST-00819,57,150.5,1,APAC,basic,,12,0
CUST-00820,33,116.64,2,AMER,basic,7.67,1,0
CUST-00821,50,50.86,4,EMEA,basic,5.89,12,0
CUST-00822,57,203.01,2,EMEA,pro,,1,0
CUST-00823,46,81.27,1,LATAM,enterprise,10.0,12,0
CUST-00824,59,131.13,0,EMEA,basic,7.33,1,0
CUST-00825,68,129.0,1,APAC,basic,5.27,12,0
CUST-00826,16,183.51,2,APAC,pro,7.64,12,0
CUST-00827,31,99.49,3,AMER,pro,7.4,24,0
CUST-00828,17,165.36,1,EMEA,basic,9.03,12,0
CUST-00829,30,86.61,1,LATAM,basic,4.54,12,0
CUST-00830,1,170.5,2,APAC,basic,5.36,1,0
CUST-00831,50,,2,LATAM,pro,6.87,1,0
CUST-00832,17,103.7,0,AMER,enterprise,4.21,12,1
CUST-00833,60,205.32,3,APAC,basic,9.06,12,0
CUST-00834,52,,2,AMER,enterprise,,24,0
CUST-00835,24,124.94,3,APAC,basic,5.51,24,0
CUST-00836,33,220.89,1,APAC,basic,4.35,24,0
CUST-00837,48,136.26,0,AMER,basic,5.83,12,1
CUST-00838,30,83.27,1,EMEA,basic,,12,0
CUST-00839,15,153.06,2,EMEA,basic,8.1,12,1
CUST-00840,4,66.82,5,LATAM,basic,8.69,24,0
CUST-00841,40,170.77,1,EMEA,basic,8.1,24,0
CUST-00842,38,174.27,0,AMER,basic,3.35,12,0
CUST-00843,55,94.22,1,EMEA,pro,7.56,1,0
CUST-00844,10,91.74,1,AMER,basic,3.68,12,1
CUST-00845,5,127.94,0,AMER,pro,6.11,12,1
CUST-00846,53,120.64,1,EMEA,basic,6.31,24,0
CUST-00847,52,76.0,0,EMEA,basic,6.03,12,0
CUST-00848,57,145.56,2,AMER,basic,7.9,12,0
CUST-00849,2,28.12,2,AMER,enterprise,5.55,12,0
CUST-00850,47,100.52,2,AMER,basic,10.0,12,0
CUST-00851,69,101.82,1,AMER,pro,8.09,1,0
CUST-00852,55,107.7,0,EMEA,pro,9.14,12,0
CUST-00853,34,133.83,1,AMER,basic,8.38,12,0
CUST-00854,34,64.74,0,AMER,basic,,12,0
CUST-00855,30,146.48,1,AMER,pro,6.94,1,0
CUST-00856,4,111.89,0,APAC,basic,10.0,12,0
CUST-00857,52,90.74,0,LATAM,basic,5.12,12,0
CUST-00858,39,58.49,1,APAC,basic,7.85,12,0
CUST-00859,38,66.76,3,AMER,pro,7.02,24,0
CUST-00860,67,136.21,4,APAC,pro,6.61,12,0
CUST-00861,52,76.63,3,APAC,basic,7.59,24,0
CUST-00862,69,122.89,0,APAC,basic,5.66,24,0
CUST-00863,7,167.79,1,APAC,pro,8.58,1,0
CUST-00864,68,166.47,2,AMER,pro,8.43,12,0
CUST-00865,40,190.22,0,EMEA,basic,7.19,12,0
CUST-00866,29,106.67,2,EMEA,pro,8.35,12,0
CUST-00867,40,71.17,1,AMER,basic,5.14,1,0
CUST-00868,3,165.92,0,EMEA,pro,3.75,12,1
CUST-00869,67,133.93,1,AMER,pro,5.97,12,0
CUST-00870,45,170.58,1,LATAM,basic,6.59,1,0
CUST-00871,3,120.5,0,EMEA,enterprise,10.0,12,0
CUST-00872,65,173.8,3,APAC,enterprise,6.6,12,0
CUST-00873,33,158.09,2,AMER,basic,8.88,1,0
CUST-00874,9,152.24,1,APAC,pro,8.54,1,0
CUST-00875,45,142.66,0,APAC,basic,10.0,1,0
CUST-00876,5,137.9,3,EMEA,basic,7.23,12,0
CUST-00877,40,130.49,0,AMER,basic,8.19,24,0
CUST-00878,55,130.17,1,EMEA,basic,6.67,12,0
CUST-00879,6,164.56,0,EMEA,pro,5.46,12,1
CUST-00880,57,96.96,0,EMEA,pro,5.2,12,0
CUST-00881,43,198.11,1,AMER,enterprise,5.6,24,0
CUST-00882,24,115.22,3,EMEA,basic,9.59,24,0
CUST-00883,16,164.34,1,APAC,basic,7.53,12,0
CUST-00884,1,115.94,2,AMER,basic,6.74,12,1
CUST-00885,14,108.9,0,APAC,basic,7.05,12,0
CUST-00886,21,211.45,1,AMER,pro,6.0,1,0
CUST-00887,63,106.08,4,EMEA,pro,6.96,12,0
CUST-00888,37,62.53,0,AMER,pro,6.94,1,0
CUST-00889,15,87.87,2,EMEA,basic,8.19,12,0
CUST-00890,53,105.72,0,AMER,basic,8.66,12,0
CUST-00891,33,216.98,4,AMER,pro,4.07,12,1
CUST-00892,60,,1,AMER,pro,7.44,1,0
CUST-00893,54,162.06,1,LATAM,enterprise,9.5,12,0
CUST-00894,67,74.93,1,EMEA,basic,5.18,1,0
CUST-00895,51,135.87,0,LATAM,basic,6.57,12,0
CUST-00896,8,150.22,1,EMEA,basic,7.32,12,0
CUST-00897,40,201.07,1,APAC,pro,9.0,1,0
CUST-00898,31,88.67,1,EMEA,basic,8.09,24,0
CUST-00899,58,147.16,2,LATAM,pro,6.62,24,0
CUST-00900,11,133.62,0,EMEA,pro,7.92,12,0
CUST-00901,34,74.02,0,AMER,basic,8.89,24,0
CUST-00902,59,119.12,0,AMER,basic,7.72,24,0
CUST-00903,45,108.14,4,AMER,pro,10.0,12,0
CUST-00904,3,15.36,0,AMER,pro,7.78,12,0
CUST-00905,59,146.94,1,EMEA,enterprise,5.13,12,0
CUST-00906,27,144.31,4,AMER,pro,5.61,1,1
CUST-00907,49,100.25,0,APAC,basic,6.78,24,0
CUST-00908,47,59.76,4,AMER,basic,6.65,12,0
CUST-00909,46,186.59,1,LATAM,enterprise,8.14,24,0
CUST-00910,30,131.97,3,AMER,pro,7.66,12,0
CUST-00911,29,165.75,4,AMER,basic,10.0,1,0
CUST-00912,8,183.46,0,AMER,basic,8.48,1,0
